Date;Country;City;Specie;count;min (ug/m3);max (ug/m3);median (ug/m3)
17-01-2019;IN;New Delhi;pm25;24;184.8;6.214.937.556.561.080;328.2
17-01-2019;CN;Wuhan;pm25;405;32.0;401.9;88.4
17-01-2019;US;Manhattan;pm25;92;1.2;20.1;7.9
17-01-2019;CN;Beijing;pm25;464;8.1;161.6;46.8
18-01-2019;CN;Wuhan;pm25;404;17.8;277.7;88.4
18-01-2019;CN;Beijing;pm25;478;13.0;367.1;72.9
18-01-2019;US;Los Angeles;pm25;72;4.3;27.7;14.0
18-01-2019;IN;New Delhi;pm25;24;84.5;326.1;263.6
18-01-2019;US;Jacksonville;pm25;168;4.8;19.2;11.5
18-01-2019;CN;Shanghai;pm25;836;28.2;146.5;92.2
18-01-2019;US;Houston;pm25;117;2.4;23.5;6.7
18-01-2019;US;Manhattan;pm25;96;5.0;32.5;13.5
19-01-2019;US;Jacksonville;pm25;168;2.4;22.0;9.3
19-01-2019;IN;New Delhi;pm25;24;54.9;364.1;235.2
19-01-2019;CN;Beijing;pm25;478;2.1;166.6;11.0
19-01-2019;US;Houston;pm25;114;0.2;8.3;2.8
19-01-2019;US;Los Angeles;pm25;69;1.2;26.3;12.0
19-01-2019;CN;Shanghai;pm25;839;23.0;181.7;70.9
19-01-2019;CN;Wuhan;pm25;407;59.3;965.223.113.122.172;88.4
19-01-2019;US;Manhattan;pm25;96;2.1;23.5;10.0
20-01-2019;CN;Wuhan;pm25;407;61.3;231.2;129.0
20-01-2019;IN;New Delhi;pm25;24;40.7;353.5;286.8
20-01-2019;US;Los Angeles;pm25;72;2.1;33.9;8.1
20-01-2019;US;Jacksonville;pm25;168;1.2;12.5;6.4
20-01-2019;US;Manhattan;pm25;81;0.4;18.2;6.9
20-01-2019;CN;Shanghai;pm25;838;4.0;197.9;125.2
20-01-2019;CN;Beijing;pm25;475;1.2;82.6;8.1
20-01-2019;US;Houston;pm25;120;0.7;28.7;3.8
21-01-2019;CN;Shanghai;pm25;827;12.0;117.4;44.0
21-01-2019;US;Houston;pm25;119;0.9;35.9;7.2
21-01-2019;CN;Beijing;pm25;476;5.0;146.5;24.9
21-01-2019;IN;New Delhi;pm25;24;33.9;221.1;182.7
21-01-2019;US;Los Angeles;pm25;67;0.4;24.4;4.0
21-01-2019;US;Jacksonville;pm25;166;3.1;15.9;6.9
21-01-2019;CN;Wuhan;pm25;402;52.9;201.9;134.9
21-01-2019;US;Manhattan;pm25;92;1.2;11.7;7.2
22-01-2019;US;Manhattan;pm25;94;2.4;18.2;8.3
22-01-2019;US;Houston;pm25;118;1.2;14.9;7.2
22-01-2019;US;Jacksonville;pm25;158;0.2;12.1;5.5
22-01-2019;CN;Wuhan;pm25;390;36.7;157.5;111.6
22-01-2019;CN;Beijing;pm25;460;1.2;146.5;29.2
22-01-2019;US;Los Angeles;pm25;71;1.2;29.6;6.7
22-01-2019;CN;Shanghai;pm25;830;46.8;157.5;86.4
22-01-2019;IN;New Delhi;pm25;19;10.0;69.0;44.8
23-01-2019;CN;Shanghai;pm25;829;52.1;183.8;96.1
23-01-2019;CN;Wuhan;pm25;390;35.9;208.0;74.8
23-01-2019;US;Jacksonville;pm25;160;2.8;15.9;7.4
23-01-2019;US;Los Angeles;pm25;71;1.4;36.3;12.1
23-01-2019;US;Houston;pm25;115;0.4;16.8;4.5
23-01-2019;US;Manhattan;pm25;96;4.0;24.4;8.8
23-01-2019;IN;New Delhi;pm25;21;61.3;238.2;132.9
23-01-2019;CN;Beijing;pm25;445;5.0;115.5;21.1
24-01-2019;CN;Wuhan;pm25;390;36.7;142.6;74.8
24-01-2019;CN;Beijing;pm25;459;3.1;990.964.959.276.018;59.3
24-01-2019;IN;New Delhi;pm25;24;44.8;309.0;101.9
24-01-2019;US;Los Angeles;pm25;70;1.6;37.1;13.0
24-01-2019;US;Manhattan;pm25;88;0.9;20.1;6.9
24-01-2019;US;Houston;pm25;118;0.7;28.2;8.1
24-01-2019;CN;Shanghai;pm25;833;31.1;208.0;101.9
24-01-2019;US;Jacksonville;pm25;165;0.2;11.7;6.0
25-01-2019;CN;Shanghai;pm25;825;13.0;115.5;30.1
25-01-2019;CN;Wuhan;pm25;402;2.1;215.0;105.8
25-01-2019;US;Manhattan;pm25;96;0.2;14.0;8.6
25-01-2019;US;Los Angeles;pm25;70;0.4;33.0;9.8
25-01-2019;CN;Beijing;pm25;427;1.2;90.3;10.0
25-01-2019;US;Houston;pm25;120;1.2;31.1;9.1
25-01-2019;IN;New Delhi;pm25;24;29.2;129.0;72.9
25-01-2019;US;Jacksonville;pm25;168;0.2;23.5;7.9
26-01-2019;US;Manhattan;pm25;95;1.2;19.7;8.8
26-01-2019;IN;New Delhi;pm25;24;31.1;162.6;111.6
26-01-2019;CN;Beijing;pm25;281;2.1;78.7;14.0
26-01-2019;US;Los Angeles;pm25;71;2.1;33.9;11.0
26-01-2019;CN;Wuhan;pm25;401;48.9;214.0;134.9
26-01-2019;CN;Shanghai;pm25;837;6.0;33.9;14.9
26-01-2019;US;Jacksonville;pm25;168;1.9;59.3;7.4
26-01-2019;US;Houston;pm25;119;0.9;19.7;7.9
27-01-2019;US;Jacksonville;pm25;168;0.2;20.1;7.9
27-01-2019;US;Manhattan;pm25;95;3.8;25.4;9.6
27-01-2019;IN;New Delhi;pm25;24;33.9;303.9;144.5
27-01-2019;CN;Shanghai;pm25;836;6.0;46.0;16.8
27-01-2019;CN;Beijing;pm25;416;3.1;144.5;67.1
27-01-2019;CN;Wuhan;pm25;408;6.0;196.9;54.1
27-01-2019;US;Houston;pm25;119;0.9;33.4;6.0
27-01-2019;US;Los Angeles;pm25;72;2.1;45.6;18.2
28-01-2019;US;Manhattan;pm25;96;2.1;26.3;9.6
28-01-2019;CN;Wuhan;pm25;406;50.9;219.1;117.4
28-01-2019;US;Houston;pm25;119;0.2;18.2;7.9
28-01-2019;US;Jacksonville;pm25;151;0.2;19.7;6.2
28-01-2019;US;Los Angeles;pm25;72;11.0;50.5;30.6
28-01-2019;CN;Beijing;pm25;469;1.2;157.5;13.0
28-01-2019;CN;Shanghai;pm25;835;12.0;125.2;50.1
28-01-2019;IN;New Delhi;pm25;24;40.7;170.6;119.4
29-01-2019;IN;New Delhi;pm25;24;48.9;238.2;115.5
29-01-2019;CN;Wuhan;pm25;407;55.5;134.9;86.4
29-01-2019;US;Jacksonville;pm25;138;0.2;26.8;8.6
29-01-2019;CN;Shanghai;pm25;823;4.0;131.0;39.9
29-01-2019;US;Houston;pm25;115;0.2;10.5;2.1
29-01-2019;US;Los Angeles;pm25;71;5.5;65.1;32.0
29-01-2019;US;Manhattan;pm25;92;5.2;26.8;11.2
29-01-2019;CN;Beijing;pm25;473;57.4;190.8;111.6
30-01-2019;US;Los Angeles;pm25;72;6.0;41.9;15.9
30-01-2019;CN;Shanghai;pm25;844;7.2;59.3;23.9
30-01-2019;IN;New Delhi;pm25;24;105.8;349.3;196.9
30-01-2019;CN;Beijing;pm25;470;1.2;209.0;12.0
30-01-2019;US;Houston;pm25;120;0.2;11.0;5.5
30-01-2019;US;Jacksonville;pm25;168;0.2;34.9;7.6
30-01-2019;CN;Wuhan;pm25;408;4.0;103.9;50.1
30-01-2019;US;Manhattan;pm25;95;0.2;23.9;9.1
31-01-2019;CN;Beijing;pm25;423;1.2;63.2;8.1
31-01-2019;US;Manhattan;pm25;96;1.2;14.9;8.1
31-01-2019;US;Houston;pm25;120;3.3;21.6;6.7
31-01-2019;US;Los Angeles;pm25;71;0.2;31.1;12.1
31-01-2019;CN;Shanghai;pm25;840;1.2;54.9;12.0
31-01-2019;CN;Wuhan;pm25;405;1.2;121.3;48.9
31-01-2019;IN;New Delhi;pm25;19;70.9;352.0;232.2
31-01-2019;US;Jacksonville;pm25;161;3.3;39.5;7.2
01-02-2019;CN;Beijing;pm25;474;16.8;239.3;50.9
01-02-2019;US;Manhattan;pm25;96;0.4;25.4;9.1
01-02-2019;US;Houston;pm25;120;3.6;16.8;7.4
01-02-2019;IN;New Delhi;pm25;22;94.2;243.3;166.6
01-02-2019;US;Jacksonville;pm25;162;2.1;12.1;6.9
01-02-2019;CN;Shanghai;pm25;859;24.9;115.5;57.4
01-02-2019;US;Los Angeles;pm25;71;1.9;19.7;8.1
01-02-2019;CN;Wuhan;pm25;405;38.7;121.3;70.9
02-02-2019;CN;Wuhan;pm25;408;29.2;101.9;54.9
02-02-2019;US;Manhattan;pm25;96;4.0;35.9;14.4
02-02-2019;IN;New Delhi;pm25;24;140.7;288.8;193.8
02-02-2019;CN;Beijing;pm25;479;42.8;184.8;109.7
02-02-2019;US;Jacksonville;pm25;168;0.4;12.1;6.7
02-02-2019;CN;Shanghai;pm25;861;22.0;111.6;52.9
02-02-2019;US;Los Angeles;pm25;71;1.2;19.2;5.2
02-02-2019;US;Houston;pm25;120;4.3;26.8;10.0
03-02-2019;US;Los Angeles;pm25;68;1.2;22.5;5.5
03-02-2019;US;Jacksonville;pm25;168;1.2;12.5;6.2
03-02-2019;IN;New Delhi;pm25;24;98.1;273.7;131.0
03-02-2019;US;Manhattan;pm25;94;5.5;50.5;20.6
03-02-2019;US;Houston;pm25;120;4.0;14.9;8.1
03-02-2019;CN;Beijing;pm25;479;5.0;176.7;24.9
03-02-2019;CN;Shanghai;pm25;857;17.8;194.9;69.0
03-02-2019;CN;Wuhan;pm25;408;33.9;115.5;65.1
04-02-2019;US;Houston;pm25;113;0.7;21.6;10.3
04-02-2019;US;Jacksonville;pm25;168;1.9;16.3;7.9
04-02-2019;US;Los Angeles;pm25;68;0.7;14.4;5.5
04-02-2019;CN;Beijing;pm25;476;5.0;436.8;46.0
04-02-2019;CN;Wuhan;pm25;408;63.2;191.8;105.8
04-02-2019;CN;Shanghai;pm25;856;2.1;218.1;80.6
04-02-2019;IN;New Delhi;pm25;24;48.9;187.8;105.8
04-02-2019;US;Manhattan;pm25;96;1.2;61.3;17.3
05-02-2019;CN;Shanghai;pm25;855;9.1;74.8;18.7
05-02-2019;US;Houston;pm25;120;1.2;21.1;10.3
05-02-2019;US;Jacksonville;pm25;167;0.2;21.1;10.5
05-02-2019;CN;Beijing;pm25;479;44.8;12.559.545.520.361.900;86.4
05-02-2019;CN;Wuhan;pm25;403;48.0;371.6;111.6
05-02-2019;US;Manhattan;pm25;95;0.2;382.2;15.9
05-02-2019;IN;New Delhi;pm25;24;61.3;312.0;187.8
05-02-2019;US;Los Angeles;pm25;72;0.9;13.0;4.0
06-02-2019;CN;Wuhan;pm25;408;21.1;129.0;65.1
06-02-2019;US;Manhattan;pm25;93;0.2;394.4;5.0
06-02-2019;US;Jacksonville;pm25;167;2.4;21.1;10.8
06-02-2019;CN;Beijing;pm25;480;2.1;88.4;57.4
06-02-2019;CN;Shanghai;pm25;862;8.1;125.2;42.8
06-02-2019;US;Houston;pm25;120;4.0;21.1;11.0
06-02-2019;IN;New Delhi;pm25;18;65.1;267.6;216.0
06-02-2019;US;Los Angeles;pm25;66;0.2;12.5;4.0
07-02-2019;CN;Wuhan;pm25;408;17.8;181.7;105.8
07-02-2019;CN;Beijing;pm25;474;1.2;33.0;8.1
07-02-2019;US;Los Angeles;pm25;66;2.1;33.0;9.8
07-02-2019;US;Manhattan;pm25;96;0.2;459.5;5.7
07-02-2019;US;Houston;pm25;119;0.9;22.0;7.4
07-02-2019;IN;New Delhi;pm25;5;44.0;55.5;50.1
07-02-2019;CN;Shanghai;pm25;858;3.1;86.4;25.8
07-02-2019;US;Jacksonville;pm25;164;3.1;19.2;7.4
08-02-2019;CN;Wuhan;pm25;405;1.2;50.1;16.8
08-02-2019;US;Jacksonville;pm25;167;3.6;24.9;10.8
08-02-2019;CN;Beijing;pm25;476;1.2;90.3;23.0
08-02-2019;US;Los Angeles;pm25;71;0.2;33.9;12.5
08-02-2019;US;Manhattan;pm25;89;0.2;20.6;6.4
08-02-2019;IN;New Delhi;pm25;5;17.8;78.7;55.5
08-02-2019;US;Houston;pm25;120;1.6;9.1;4.3
08-02-2019;CN;Shanghai;pm25;850;1.2;33.0;11.0
09-02-2019;CN;Wuhan;pm25;392;6.0;50.1;31.1
09-02-2019;IN;New Delhi;pm25;19;8.1;173.7;88.4
09-02-2019;US;Houston;pm25;120;1.6;11.0;4.0
09-02-2019;US;Los Angeles;pm25;71;2.4;33.9;10.3
09-02-2019;CN;Shanghai;pm25;856;1.2;44.0;9.1
09-02-2019;US;Jacksonville;pm25;158;3.8;31.1;10.0
09-02-2019;US;Manhattan;pm25;93;0.2;211.0;5.0
09-02-2019;CN;Beijing;pm25;466;1.2;65.1;7.2
10-02-2019;US;Jacksonville;pm25;123;1.4;23.9;11.5
10-02-2019;US;Houston;pm25;120;2.4;24.9;12.0
10-02-2019;CN;Beijing;pm25;464;2.1;100.0;22.0
10-02-2019;CN;Shanghai;pm25;861;4.0;36.7;15.9
10-02-2019;CN;Wuhan;pm25;408;22.0;84.5;48.0
10-02-2019;US;Los Angeles;pm25;69;0.4;37.1;6.0
10-02-2019;US;Manhattan;pm25;96;0.2;293.8;5.0
11-02-2019;CN;Wuhan;pm25;408;33.9;101.9;65.1
11-02-2019;US;Los Angeles;pm25;69;0.2;20.6;6.0
11-02-2019;US;Houston;pm25;117;0.7;18.7;7.2
11-02-2019;US;Manhattan;pm25;96;0.2;447.4;9.1
11-02-2019;CN;Beijing;pm25;472;2.1;121.3;48.0
11-02-2019;US;Jacksonville;pm25;133;0.2;19.2;7.9
11-02-2019;CN;Shanghai;pm25;854;4.0;94.2;21.1
12-02-2019;CN;Wuhan;pm25;407;3.1;100.0;41.9
12-02-2019;US;Houston;pm25;119;0.7;14.4;5.0
12-02-2019;US;Manhattan;pm25;92;0.2;272.7;4.3
12-02-2019;CN;Beijing;pm25;455;2.1;152.5;32.0
12-02-2019;US;Los Angeles;pm25;72;0.7;30.1;11.0
12-02-2019;CN;Shanghai;pm25;858;2.1;78.7;17.8
12-02-2019;US;Jacksonville;pm25;168;0.2;17.3;6.7
13-02-2019;US;Los Angeles;pm25;70;0.7;31.5;8.1
13-02-2019;US;Manhattan;pm25;91;0.2;400.4;6.2
13-02-2019;CN;Shanghai;pm25;849;1.2;55.5;24.9
13-02-2019;US;Houston;pm25;119;0.4;14.0;5.2
13-02-2019;US;Jacksonville;pm25;165;0.2;8.8;4.5
13-02-2019;CN;Wuhan;pm25;405;12.0;100.0;52.9
13-02-2019;CN;Beijing;pm25;453;2.1;94.2;16.8
14-02-2019;US;Houston;pm25;120;2.4;17.3;6.7
14-02-2019;US;Los Angeles;pm25;72;1.2;25.4;6.0
14-02-2019;US;Manhattan;pm25;87;0.2;221.1;7.9
14-02-2019;US;Jacksonville;pm25;163;0.2;14.4;6.7
14-02-2019;CN;Shanghai;pm25;835;1.2;48.9;25.8
14-02-2019;CN;Beijing;pm25;453;6.0;98.1;50.1
14-02-2019;CN;Wuhan;pm25;407;3.1;61.3;28.2
15-02-2019;CN;Shanghai;pm25;858;1.2;46.0;14.0
15-02-2019;US;Manhattan;pm25;91;0.2;51.7;12.5
15-02-2019;US;Houston;pm25;120;1.2;26.8;9.1
15-02-2019;US;Jacksonville;pm25;168;1.4;23.5;9.1
15-02-2019;CN;Beijing;pm25;443;1.2;69.0;6.0
15-02-2019;US;Los Angeles;pm25;69;1.2;25.4;6.0
15-02-2019;CN;Wuhan;pm25;403;16.8;72.9;38.7
16-02-2019;US;Jacksonville;pm25;168;5.0;22.5;9.1
16-02-2019;US;Houston;pm25;119;9.1;31.5;20.1
16-02-2019;US;Los Angeles;pm25;71;0.7;14.0;5.0
16-02-2019;CN;Wuhan;pm25;407;15.9;109.7;55.5
16-02-2019;US;Manhattan;pm25;95;0.2;296.9;6.7
16-02-2019;CN;Beijing;pm25;450;1.2;30.1;8.1
16-02-2019;CN;Shanghai;pm25;864;10.0;100.0;40.7
17-02-2019;US;Houston;pm25;120;1.9;27.3;8.3
17-02-2019;CN;Wuhan;pm25;408;33.0;113.6;69.0
17-02-2019;US;Jacksonville;pm25;168;2.1;18.2;10.3
17-02-2019;CN;Shanghai;pm25;864;6.0;63.2;23.9
17-02-2019;CN;Beijing;pm25;453;2.1;94.2;10.0
17-02-2019;US;Los Angeles;pm25;71;0.7;12.1;5.0
17-02-2019;US;Manhattan;pm25;95;0.2;277.7;5.5
18-02-2019;CN;Beijing;pm25;462;5.0;169.6;34.9
18-02-2019;CN;Wuhan;pm25;405;10.0;117.4;44.0
18-02-2019;US;Jacksonville;pm25;168;2.4;19.7;10.8
18-02-2019;CN;Shanghai;pm25;859;1.2;32.0;15.9
18-02-2019;US;Los Angeles;pm25;66;0.2;13.0;4.8
18-02-2019;US;Houston;pm25;120;0.7;12.5;4.0
18-02-2019;US;Manhattan;pm25;92;0.2;5.594.104.796.380.090;7.4
19-02-2019;US;Manhattan;pm25;94;0.2;340.3;5.5
19-02-2019;CN;Wuhan;pm25;402;25.8;107.7;57.4
19-02-2019;CN;Beijing;pm25;439;7.2;423.1;111.6
19-02-2019;US;Los Angeles;pm25;69;1.2;21.6;6.9
19-02-2019;US;Jacksonville;pm25;166;1.9;13.5;6.4
19-02-2019;US;Houston;pm25;119;0.4;11.0;3.1
19-02-2019;CN;Shanghai;pm25;853;2.1;63.2;30.1
20-02-2019;US;Jacksonville;pm25;162;1.6;16.3;9.3
20-02-2019;CN;Shanghai;pm25;854;13.0;94.2;46.8
20-02-2019;CN;Beijing;pm25;447;1.2;426.2;26.8
20-02-2019;US;Houston;pm25;119;0.7;10.5;4.0
20-02-2019;US;Manhattan;pm25;93;0.2;25.4;6.7
20-02-2019;US;Los Angeles;pm25;69;2.1;23.5;8.1
20-02-2019;CN;Wuhan;pm25;321;38.7;186.8;76.8
21-02-2019;US;Jacksonville;pm25;168;0.2;19.7;8.3
21-02-2019;CN;Shanghai;pm25;855;15.9;98.1;55.5
21-02-2019;US;Manhattan;pm25;92;0.2;6.396.644.705.882.350;6.9
21-02-2019;CN;Wuhan;pm25;373;46.0;134.9;76.8
21-02-2019;CN;Beijing;pm25;471;11.0;352.0;125.2
21-02-2019;US;Houston;pm25;119;0.9;12.0;3.3
21-02-2019;US;Los Angeles;pm25;71;1.2;19.2;7.4
22-02-2019;CN;Shanghai;pm25;855;15.9;98.1;46.8
22-02-2019;CN;Wuhan;pm25;245;14.0;84.5;39.9
22-02-2019;US;Jacksonville;pm25;164;3.3;19.2;8.3
22-02-2019;US;Los Angeles;pm25;69;0.7;32.5;9.6
22-02-2019;CN;Beijing;pm25;475;15.9;342.3;105.8
22-02-2019;US;Houston;pm25;120;1.2;26.3;5.7
22-02-2019;US;Manhattan;pm25;87;0.2;19.7;10.5
23-02-2019;US;Houston;pm25;119;0.7;30.1;9.3
23-02-2019;US;Los Angeles;pm25;72;1.4;26.8;9.1
23-02-2019;CN;Wuhan;pm25;170;18.7;76.8;46.0
23-02-2019;US;Jacksonville;pm25;168;4.0;17.8;8.1
23-02-2019;US;Manhattan;pm25;89;0.2;365.6;8.3
23-02-2019;CN;Beijing;pm25;459;39.9;312.0;169.6
23-02-2019;CN;Shanghai;pm25;858;2.1;202.9;119.4
24-02-2019;US;Manhattan;pm25;82;0.2;347.3;6.0
24-02-2019;CN;Beijing;pm25;452;2.1;338.2;44.8
24-02-2019;US;Jacksonville;pm25;162;1.2;15.9;7.9
24-02-2019;US;Los Angeles;pm25;70;3.1;44.8;13.0
24-02-2019;US;Houston;pm25;116;0.9;14.0;4.8
24-02-2019;CN;Shanghai;pm25;853;26.8;200.9;115.5
25-02-2019;CN;Beijing;pm25;436;2.1;990.964.959.276.018;41.9
25-02-2019;CN;Wuhan;pm25;252;30.1;171.6;76.8
25-02-2019;CN;Shanghai;pm25;855;33.0;990.964.959.276.018;76.8
25-02-2019;US;Manhattan;pm25;94;0.2;12.5;7.2
25-02-2019;US;Los Angeles;pm25;72;3.6;27.7;14.0
25-02-2019;US;Jacksonville;pm25;147;0.2;11.7;5.2
25-02-2019;US;Houston;pm25;120;1.2;11.0;5.2
26-02-2019;US;Houston;pm25;120;4.0;19.2;9.1
26-02-2019;CN;Beijing;pm25;439;22.0;90.3;48.9
26-02-2019;US;Manhattan;pm25;93;0.2;284.8;5.7
26-02-2019;US;Los Angeles;pm25;71;1.2;47.6;16.3
26-02-2019;CN;Shanghai;pm25;845;2.1;100.0;26.8
26-02-2019;CN;Wuhan;pm25;407;65.1;174.7;109.7
26-02-2019;US;Jacksonville;pm25;159;0.2;10.8;5.7
27-02-2019;CN;Wuhan;pm25;397;2.1;144.5;35.9
27-02-2019;US;Los Angeles;pm25;72;2.4;29.2;11.0
27-02-2019;CN;Shanghai;pm25;857;2.1;44.8;25.8
27-02-2019;CN;Beijing;pm25;439;50.1;125.2;94.2
27-02-2019;US;Houston;pm25;120;4.3;31.1;12.0
27-02-2019;US;Manhattan;pm25;96;0.2;325.1;4.3
27-02-2019;US;Jacksonville;pm25;150;0.2;12.5;6.0
28-02-2019;US;Los Angeles;pm25;71;1.2;29.2;8.8
28-02-2019;US;Jacksonville;pm25;156;1.9;18.2;9.1
28-02-2019;US;Houston;pm25;120;0.2;14.9;5.2
28-02-2019;CN;Beijing;pm25;446;9.1;291.8;74.8
28-02-2019;CN;Wuhan;pm25;407;10.0;72.9;31.1
28-02-2019;US;Manhattan;pm25;95;0.2;309.0;7.2
28-02-2019;CN;Shanghai;pm25;849;16.8;46.8;32.0
01-03-2019;US;Jacksonville;pm25;158;0.4;20.1;10.0
01-03-2019;US;Los Angeles;pm25;72;2.8;24.9;10.8
01-03-2019;CN;Wuhan;pm25;408;2.1;70.9;24.9
01-03-2019;CN;Beijing;pm25;455;30.1;264.6;119.4
01-03-2019;CN;Shanghai;pm25;844;21.1;224.1;80.6
01-03-2019;US;Houston;pm25;120;2.4;24.4;9.1
01-03-2019;US;Manhattan;pm25;96;0.2;353.5;8.3
02-03-2019;CN;Wuhan;pm25;407;3.1;94.2;38.7
02-03-2019;US;Jacksonville;pm25;164;2.1;13.5;8.6
02-03-2019;US;Houston;pm25;120;5.7;31.1;17.3
02-03-2019;US;Manhattan;pm25;95;0.2;350.5;8.3
02-03-2019;CN;Shanghai;pm25;853;22.0;132.9;50.1
02-03-2019;CN;Beijing;pm25;448;88.4;281.7;188.8
02-03-2019;US;Los Angeles;pm25;71;0.2;14.0;5.2
03-03-2019;US;Los Angeles;pm25;62;0.2;10.0;4.0
03-03-2019;CN;Shanghai;pm25;862;31.1;111.6;74.8
03-03-2019;US;Jacksonville;pm25;166;2.1;13.5;7.9
03-03-2019;CN;Beijing;pm25;456;82.6;230.2;165.6
03-03-2019;CN;Wuhan;pm25;408;23.0;86.4;50.1
03-03-2019;US;Houston;pm25;117;0.2;14.9;3.6
03-03-2019;US;Manhattan;pm25;96;0.2;24.4;9.8
04-03-2019;US;Jacksonville;pm25;165;0.4;12.1;5.7
04-03-2019;CN;Wuhan;pm25;404;14.0;109.7;50.9
04-03-2019;US;Manhattan;pm25;92;0.2;464.0;7.2
04-03-2019;US;Houston;pm25;120;2.8;15.9;8.1
04-03-2019;US;Los Angeles;pm25;69;0.2;17.8;4.8
04-03-2019;CN;Shanghai;pm25;843;21.1;146.5;92.2
04-03-2019;CN;Beijing;pm25;456;12.0;213.0;121.3
05-03-2019;US;Houston;pm25;110;1.2;19.2;4.8
05-03-2019;CN;Wuhan;pm25;400;14.9;67.1;34.9
05-03-2019;CN;Beijing;pm25;447;1.2;291.8;23.9
05-03-2019;CN;Shanghai;pm25;849;38.7;150.4;82.6
05-03-2019;US;Jacksonville;pm25;168;1.2;20.6;7.6
05-03-2019;US;Los Angeles;pm25;59;4.3;39.9;11.5
05-03-2019;US;Manhattan;pm25;95;0.2;304.9;6.9
06-03-2019;US;Manhattan;pm25;96;0.2;14.9;7.4
06-03-2019;US;Los Angeles;pm25;60;1.2;25.4;7.2
06-03-2019;US;Houston;pm25;113;1.4;25.8;6.2
06-03-2019;CN;Shanghai;pm25;859;33.9;244.3;69.0
06-03-2019;CN;Beijing;pm25;435;1.2;109.7;7.2
06-03-2019;US;Jacksonville;pm25;165;2.1;16.8;6.2
06-03-2019;CN;Wuhan;pm25;404;5.0;101.9;38.7
07-03-2019;CN;Beijing;pm25;448;1.2;63.2;16.8
07-03-2019;US;Jacksonville;pm25;160;0.7;31.1;11.5
07-03-2019;US;Manhattan;pm25;96;0.2;251.5;8.8
07-03-2019;US;Los Angeles;pm25;68;1.2;14.4;5.2
07-03-2019;CN;Wuhan;pm25;394;7.2;98.1;32.0
07-03-2019;CN;Shanghai;pm25;855;8.1;252.5;70.9
07-03-2019;US;Houston;pm25;105;1.2;14.4;6.4
08-03-2019;CN;Beijing;pm25;448;26.8;146.5;59.3
08-03-2019;US;Houston;pm25;120;2.4;17.8;8.1
08-03-2019;CN;Shanghai;pm25;859;8.1;46.0;18.7
08-03-2019;US;Jacksonville;pm25;166;1.2;23.9;8.3
08-03-2019;US;Manhattan;pm25;96;0.2;26.8;9.6
08-03-2019;US;Los Angeles;pm25;70;0.7;14.9;4.3
08-03-2019;CN;Wuhan;pm25;406;11.0;96.1;54.1
09-03-2019;CN;Wuhan;pm25;408;36.7;209.0;70.9
09-03-2019;CN;Shanghai;pm25;857;10.0;84.5;29.2
09-03-2019;CN;Beijing;pm25;449;48.0;129.0;80.6
09-03-2019;US;Houston;pm25;120;3.6;22.0;13.0
09-03-2019;US;Jacksonville;pm25;166;1.6;57.4;8.3
09-03-2019;US;Manhattan;pm25;94;0.2;46.8;14.4
09-03-2019;US;Los Angeles;pm25;61;1.9;16.8;6.0
10-03-2019;CN;Beijing;pm25;441;61.3;150.4;111.6
10-03-2019;US;Jacksonville;pm25;168;3.3;17.3;9.1
10-03-2019;US;Los Angeles;pm25;54;0.9;20.1;7.4
10-03-2019;CN;Wuhan;pm25;250;46.0;131.0;72.9
10-03-2019;US;Houston;pm25;120;6.2;21.1;12.1
10-03-2019;CN;Shanghai;pm25;860;4.0;98.1;52.9
10-03-2019;US;Manhattan;pm25;90;0.2;34.9;7.9
11-03-2019;CN;Shanghai;pm25;853;23.9;163.6;63.2
11-03-2019;US;Manhattan;pm25;94;0.2;232.2;7.2
11-03-2019;US;Houston;pm25;118;0.2;20.1;11.0
11-03-2019;CN;Wuhan;pm25;119;8.1;82.6;34.9
11-03-2019;US;Los Angeles;pm25;50;0.7;17.8;9.1
11-03-2019;CN;Beijing;pm25;439;1.2;150.4;10.0
11-03-2019;US;Jacksonville;pm25;160;0.2;20.6;10.5
12-03-2019;US;Los Angeles;pm25;70;1.9;16.3;9.1
12-03-2019;CN;Beijing;pm25;425;1.2;16.8;4.0
12-03-2019;US;Jacksonville;pm25;168;1.2;14.4;7.6
12-03-2019;CN;Shanghai;pm25;842;17.8;171.6;74.8
12-03-2019;US;Houston;pm25;112;3.1;23.9;12.5
12-03-2019;US;Manhattan;pm25;89;0.2;282.7;7.2
12-03-2019;CN;Wuhan;pm25;401;2.1;146.5;48.0
13-03-2019;US;Jacksonville;pm25;160;1.9;11.5;6.4
13-03-2019;US;Los Angeles;pm25;67;2.4;29.6;10.0
13-03-2019;CN;Wuhan;pm25;404;24.9;8.365.138.823.529.410;54.9
13-03-2019;US;Manhattan;pm25;95;0.2;322.1;9.8
13-03-2019;CN;Beijing;pm25;448;1.2;34.9;8.1
13-03-2019;CN;Shanghai;pm25;850;7.2;44.0;20.1
13-03-2019;US;Houston;pm25;111;0.4;19.7;11.0
14-03-2019;US;Houston;pm25;116;0.2;26.8;10.5
14-03-2019;US;Jacksonville;pm25;163;3.3;37.5;7.2
14-03-2019;CN;Shanghai;pm25;854;2.1;55.5;18.7
14-03-2019;US;Los Angeles;pm25;70;1.2;23.9;7.9
14-03-2019;CN;Beijing;pm25;442;1.2;31.1;7.2
14-03-2019;CN;Wuhan;pm25;357;11.0;100.0;46.8
